issue,Femoral neck fracture
issue,Fatty tumor
issue,Fatigue fracture of the metatarsal
issue,Far-sightedness
issue,Familial tremor
issue,Fainting after standing up
issue,Fainting
issue,Facial paralysis
issue,Facial neuralgia
issue,Eyelid inflammation
issue,Eye allergy
issue,Extreme tendency to fall asleep
issue,Excessive overweight
issue,Excessive noise exposure
issue,Excessive feeling of fear
issue,Eversion of the eyelid
issue,Esophageal corrosion
issue,Esophageal cancer
issue,Erection problems
issue,Epileptic seizures
issue,Enlarged veins of the esophagus
issue,Enlarged lymph nodes
issue,Enlarged and twisted veins
issue,Eating disorder
issue,Earwax blockage
issue,Ear injury with foreign body
issue,Dysfunction of the esophagus
issue,Dupuytren's contracture
issue,Dry skin
issue,Dry nasal mucosa
issue,Dry eye
issue,Drug side effect
issue,Diverticular disease
issue,Disturbed testicular descent
issue,Disseminated sclerosis
issue,Dissection of the aorta
issue,Disorders of lipid metabolism
issue,Disorder causing imbalance of water in the body
issue,Dislocation of kneecap
issue,Diseases of the heart valves
issue,Disease of the motor neurons
issue,Diffuse hair loss
issue,Difficult dentition
issue,Diaphragmatic hernia
issue,Diabetic delayed gastric emptying
issue,Diabetes
issue,Detached retina
issue,Dermatitis
issue,Accident-related bone fracture of elbow
issue,Accident-related bone fracture of arm
issue,Accident-related bone fracture of ankle
issue,Accident injury
issue,Absence seizure
issue,Abscess of the tonsils
issue,Abortion
issue,Abdominal hernia
issue,Deformity of the knee joint
issue,Deformity of the hip joint
issue,Damage to the eye muscle nerves
issue,Curvature of the spine
issue,Crohn's disease
issue,Coronary heart disease
issue,Corneal distorsion
issue,Contact eczema
issue,Congenital eyelid levator weakness
issue,Confusional state
issue,Condition causing overproduction of skin cells
issue,Concussion
issue,Colon cancer
issue,Cold
issue,Coccyx fistula
issue,Cluster headache
issue,Clouding of the eye lens
issue,Clot in a vein
issue,Cirrhosis
issue,Circular hair loss
issue,Chronic vein insufficiency
issue,Chronic tiredness syndrome
issue,Chronic pain disorder
issue,Chronic obstructive lung disease
issue,Chronic muscular pain disorder
issue,Chronic inflammatory bowel disease of colon
issue,Chlamydia infection
issue,Chickenpox
issue,Chicken skin
issue,Chemical eye burn
issue,Change in the mammary glands
issue,Caries
issue,Caffeine withdrawal
issue,Burn
issue,Bunion
issue,Bulimia
issue,Bruise
issue,Broken rib
issue,Breast cancer
issue,Breakbone fever
issue,Brain tumor
issue,Brain damage caused by metabolic disorders
issue,Bowel obstruction
issue,Bowel incontinence
issue,Bone pain
issue,Blood vessel expansion around anus
issue,Blood poisoning
issue,Bloated belly
issue,Blistering disease
issue,Bleeding disorder
issue,Bladder cancer
issue,Black skin cancer
issue,Benign tumor of the adrenal medulla
issue,Benign skin tag
issue,Benign prostate enlargement
issue,Benign proliferation of uterine lining tissue
issue,Benign muscle twitching
issue,Benign muscle cramps
issue,Benign bone tumor
issue,Bekhterev's disease
issue,Baker's cyst
issue,Bad sleeping habits
issue,Bacterial skin infection
issue,Back pain
issue,Autoimmune disease
issue,Auditory vertigo
issue,Arthrosis
issue,Anorexia
issue,Ankle injury
issue,Aneurysm of the main artery
issue,Anal venous thrombosis
issue,Anal abscess
issue,Allergy to bee or wasp venom
issue,Alcohol consumption
issue,Age-related issues
issue,Acute inflammation of lung
issue,Acne
issue,Achilles tendon tear
issue,Accumulation of fluid in the scrotum
issue,Accident-related bone fracture of wrist
issue,Accident-related bone fracture of toe
issue,Accident-related bone fracture of shoulder
issue,Accident-related bone fracture of leg
issue,Accident-related bone fracture of knee
issue,Accident-related bone fracture of hip
issue,Accident-related bone fracture of hand
issue,Accident-related bone fracture of foot
issue,Accident-related bone fracture of finger
issue,Alzheimer type dementia
issue,Depression
issue,Yellow skin bumps
issue,Yellow plague
issue,Yeast infection
issue,Whooping cough
issue,White skin cancer
issue,Whiplash
issue,Water accumulation in the tissues
issue,Water accumulation in the lungs
issue,Voice overuse
issue,Vocal cord paralysis
issue,Vestibular failure
issue,Vertebral fracture
issue,Vascular inflammation
issue,Urinary tract stones
issue,Urinary tract infection
issue,Ulnar nerve entrapment
issue,Ulcer of the skin of the eyelid
issue,Tuberculosis
issue,Tubal pregnancy
issue,Tubal and ovarian inflammation
issue,Trigger finger
issue,Toxoplasmosis infection
issue,Tourette's syndrome
issue,Torsion of testes
issue,Tooth abscess
issue,Tick-borne encephalitis
issue,Thyroid eye disease
issue,Thinning bones
issue,Testicular cancer
issue,Tennis elbow
issue,Tendon tear in shoulder
issue,Tendon sheath inflammation
issue,Temporomandibular joint dysfunction
issue,Tear of the biceps tendon
issue,Tear in the skin of anus
issue,Tarsal tunnel syndrome
issue,Systemic disorder with granulomatous inflammation
issue,Syphilis
issue,Swelling of the thyroid gland
issue,Suspicious change of skin
issue,Superficial form of cellulitis
issue,Sun-related keratosis
issue,Sunburn
issue,Sudden loss of vision
issue,Sudden hearing loss
issue,Subconjunctival bleeding
issue,Stye
issue,Stroke
issue,Stress disorder after trauma
issue,Strain of the regional supporting tissue
issue,Strain of the neck muscles
issue,Strain of the back muscles
issue,Stomach ulcer
issue,Stomach irritation
issue,Stomach flu
issue,Stomach cancer
issue,Stomach bleeding
issue,State of stress
issue,Squint
issue,Sprained ankle
issue,Spondylosis of cervical spine
issue,Sperm cyst
issue,Spastic colon
issue,Smoking
issue,Small sore in mouth
issue,Slipped disc
issue,Sleeping disorder
issue,Sleep apnea
issue,Skin tags of anus
issue,Singer's nodules
issue,Simultaneous malfunction of peripheral nerves
issue,Sick headache
issue,Shoulder girdle compression syndrome
issue,Shoulder dislocation
issue,Short-sightedness
issue,Shock
issue,Shingles
issue,Shaking palsy
issue,Sexually transmitted diseases
issue,Senility
issue,Seborrheic eczema
issue,Sebaceous cyst
issue,School sores
issue,Scheuermann's disease
issue,Scarlet fever
issue,Scalp infection
issue,Salivary gland stone
issue,Salivary gland inflammation
issue,Ringing in the ears
issue,Rheumatism
issue,Rheumatic pain in many muscles
issue,Rheumatic fever
issue,Restless limb syndrome
issue,Renal failure
issue,Reflux disease
issue,Reflex sympathetic dystrophy
issue,Redness causing skin condition
issue,Recurring itchy inflammation of the skin
issue,Raynaud's disease
issue,Rapid swelling of the skin
issue,Psychogenic issues
issue,Progressive muscle weakness
issue,Problems with defecation
issue,Pressure on the brain
issue,Pregnancy-related problems
issue,Pregnancy loss
issue,Pregnancy
issue,Positional vertigo
issue,Poisoning
issue,Pleural tumor
issue,Pink eye
issue,Peripheral artery disease
issue,Pelvic fracture
issue,Pancreas insufficiency
issue,Pain
issue,Overproduction of thyroid hormones
issue,Overactivity of the parathyroid glands
issue,Outpouching of the esophagus
issue,Obstruction of a pulmonary artery
issue,Obsessive-compulsive disorder
issue,Nosebleed
issue,Nerve-related bladder dysfunction
issue,Nerve root irritation of the lumbar spine
issue,Nerve root irritation of the cervical spine
issue,Nerve pain
issue,Nerve compression in the wrist
issue,Neoplasia of the upper digestive tract
issue,Nasal polyp
issue,Narrowing of the spinal canal in the neck
issue,Narrowing of the aortic valve
issue,Narrowing of spinal canals of the thoracic or lumbar spine
issue,Narrowing of foreskin
issue,Nail growth disorder
issue,Myasthenia gravis
issue,Muscular weakness
issue,Muscle soreness
issue,Motion sickness
issue,Mole
issue,Mitral regurgitation
issue,Middle ear infection
issue,Mental illness with euphoria and hyperactivity
issue,Menstrual problems
issue,Menopause
issue,Meningeal tumor
issue,Mediterranean anemia
issue,Measles
issue,Marsh fever
issue,Malignant prostate cancer
issue,Malignant bone tumor
issue,Macular degeneration
issue,Lymphatic obstruction
issue,Lymph cancer
issue,Lyme disease
issue,Lupus
issue,Lung collapse
issue,Lung cancer
issue,Lung bleeding
issue,Low blood sugar
issue,Low blood pressure
issue,Low back pain
issue,Loose watery stools
issue,Long-sightedness due to old age
issue,Lockjaw
issue,Listeria infection
issue,Lichenoid lesion
issue,Landry's paralysis
issue,Lactase deficiency
issue,Lacrimal gland inflammation
issue,Lack of vitamin D
issue,Lack of vitamin B12
issue,Lack of supply of thyroid hormones
issue,Lack of blood
issue,Knee ligament injury
issue,Knee inflammation
issue,Kissing disease
issue,Kidney stones
issue,Kidney inflammation
issue,Keloidal scar
issue,Joint infection
issue,Jaw fracture
issue,Itchy skin nodule
issue,Irritation of the sciatic nerve
issue,Irregular heart rhythm in atria
issue,Iron storage disease
issue,Iron deficiency
issue,Inward folding of eyelid
issue,Involuntary urination
issue,Intestinal polyp
issue,Injury of the eye
issue,Ingrown nail
issue,Inflammatory disease of the airways
issue,Inflammation to the joints
issue,Inflammation of veins
issue,Inflammation of vaginal mucosa
issue,Inflammation of the urethra
issue,Inflammation of the tonsils
issue,Inflammation of the testes
issue,Inflammation of the tendon
issue,Inflammation of the stomach
issue,Inflammation of the prostate
issue,Inflammation of the pleura
issue,Inflammation of the peritoneum
issue,Inflammation of the pericardium
issue,Inflammation of the parotid gland
issue,Inflammation of the pancreas
issue,Inflammation of the nose and throat
issue,Inflammation of the nail skin
issue,Inflammation of the liver
issue,Inflammation of the external ear canal
issue,Inflammation of the epididymis
issue,Inflammation of the endocardium
issue,Inflammation of the cornea
issue,Inflammation of the bursae
issue,Inflammation of the bronchi
issue,Inflammation of the breast tissue
issue,Inflammation of the brain covering membranes
issue,Inflammation of the bone marrow
issue,Inflammation of the appendix
issue,Inflammation of the anal glands
issue,Inflammation of paranasal sinuses
issue,Inflammation of outer tissue layer around bone
issue,Inflammation of inner ear labyrinth
issue,Inflammation of heart muscle
issue,Inflammation of hair follicles
issue,Inflammation of gingiva
issue,Inflammation of a diverticulum
issue,Inflammation in the anal region
issue,Infection of upper airways
issue,Infection of kidney pelvis
issue,Infection caused by corynebacterium diphtheriae
issue,Inadequate closure of the aortic valve
issue,Imbalance of body minerals
issue,Hypofunction of pituitary gland
issue,Hyperventilation
issue,Hypersensitivity reaction
issue,Hypercortisolism
issue,Huntington's disease
issue,Hump
issue,Hives
issue,HIV
issue,Hirsuties coronae glandis
issue,Hip entrapment
issue,Hip dysplasia
issue,High blood pressure crisis
issue,High blood pressure
issue,Hiccup
issue,Herpes
issue,Heart racing
issue,Heart muscle disease
issue,Heart failure
issue,Heart attack
issue,Hearing loss due to old age
issue,Headache
issue,Hay fever
issue,Hardening of the walls of arteries
issue,Grinding of teeth
issue,Green cataract
issue,Gout
issue,Golfer's elbow
issue,Gluten intolerance
issue,Gingivostomatitis
issue,Gilbert's disease
issue,Giant cell arteritis
issue,German measles
issue,Genital warts
issue,Ganglion
issue,Gall stones
issue,Gait disorder due to old age
issue,Fungal infection
issue,Frostbite
issue,Foreign object in the throat
issue,Foreign object in the nose
issue,Foreign object in the eye
issue,Foreign object in the ear
issue,Foreign object in the airways
issue,Food poisoning
issue,Food intolerance
issue,Food allergy
issue,Flu-related rhinitis
issue,Fluid-filled sacs in the kidney
issue,Fluid loss
issue,Fluid accumulation in the chest cavity
issue,Fluid accumulation in the abdomen
issue,Flu
symptoms,Back pain
symptoms,Back deformity
symptoms,Ankle deformity
symptoms,Absence of a pulse
symptoms,Aggressiveness
symptoms,Agitation
symptoms,Black stools
symptoms,Hearing loss
symptoms,Headache
symptoms,Hardening of the skin
symptoms,Hard defecation
symptoms,Hand swelling
symptoms,Hand pain
symptoms,Halo
symptoms,Hallucination
symptoms,Hair loss
symptoms,Genital warts
symptoms,Frequent urination
symptoms,Foul smelling defecation
symptoms,Formation of blisters on a skin area
symptoms,Forgetfulness
symptoms,Foot swelling
symptoms,Foot pain
symptoms,Flatulence
symptoms,Flaking skin on the head
symptoms,Flaking skin
symptoms,Finger swelling
symptoms,Finger pain
symptoms,Finger deformity
symptoms,Fever
symptoms,Feeling of tension in the legs
symptoms,Feeling of residual urine
symptoms,Feeling of pressure in the ear
symptoms,Feeling of foreign body in the eye
symptoms,Feeling ill
symptoms,Feeling faint
symptoms,Fatty defecation
symptoms,"Fast, deepened breathing"
symptoms,Facial swelling
symptoms,Facial paralysis
symptoms,Face pain
symptoms,Eyelids sticking together
symptoms,Eyelid swelling
symptoms,Eye redness
symptoms,Eye pain
symptoms,Eye blinking
symptoms,Enlarged calf
symptoms,Elbow pain
symptoms,Early satiety
symptoms,Earache
symptoms,Dry skin
symptoms,Dry mouth
symptoms,Dry eyes
symptoms,Drowsiness
symptoms,Drooping eyelid
symptoms,Dribbling after urination
symptoms,"Double vision, acute-onset"
symptoms,Double vision
symptoms,Dizziness
symptoms,Distended abdomen
symptoms,Disorientation regarding time or place
symptoms,Discoloration of nails
symptoms,Difficulty with gait
symptoms,Difficulty to learn
symptoms,Difficulty to concentrate
symptoms,Difficulty in swallowing
symptoms,Difficulty in speaking
symptoms,Difficulty in finding words
symptoms,Difficult defecation
symptoms,Diarrhea
symptoms,Delayed start to urination
symptoms,Decreased urine stream
symptoms,Dark urine
symptoms,Curvature of the spine
symptoms,Crusting
symptoms,Cravings
symptoms,Cramps
symptoms,Cough with sputum
symptoms,Cough
symptoms,Cold sweats
symptoms,Cold hands
symptoms,Cold feet
symptoms,Coarsening of the skin structure
symptoms,Chills
symptoms,Chest tightness
symptoms,Chest pain
symptoms,Cheek swelling
symptoms,Changes in the nails
symptoms,Burning sensation when urinating
symptoms,Burning nose
symptoms,Burning in the throat
symptoms,Burning eyes
symptoms,Arm swelling
symptoms,Bulging abdominal wall
symptoms,Brittleness of nails
symptoms,Breathing-related pains
symptoms,Bone fracture
symptoms,Bold area among hair on the head
symptoms,Blurred vision
symptoms,Blue spot on skin
symptoms,Blue colored skin
symptoms,Bloody cough
symptoms,Blood in stool
symptoms,Bloated feeling in the stomach
symptoms,Bleeding in the conjunctiva of the eye
symptoms,Bleeding from vagina
symptoms,Blackhead
symptoms,Blackening of vision
symptoms,Arm pain
symptoms,Anxiety
symptoms,Ankle swelling
symptoms,Heart murmur
symptoms,Heartburn
symptoms,Hiccups
symptoms,Hip deformity
symptoms,Hip pain
symptoms,Hoarseness
symptoms,Hot flushes
symptoms,Immobilization
symptoms,Impaired balance
symptoms,Impaired hearing
symptoms,Impaired light-dark adaptation
symptoms,Impairment of male potency
symptoms,Incomplete defecation
symptoms,Increased appetite
symptoms,Increased drive
symptoms,Increased salivation
symptoms,Increased thirst
symptoms,Increased touch sensitivity
symptoms,Increased urine quantity
symptoms,Involuntary movements
symptoms,Irregular heartbeat
symptoms,Irregular mole
symptoms,Itching eyes
symptoms,Itching in the ear
symptoms,Itching in the mouth or throat
symptoms,Itching in the nose
symptoms,Itching of skin
symptoms,Itching of the anus
symptoms,Itching on head
symptoms,Itching or burning in the genital area
symptoms,Joint effusion
symptoms,Joint instability
symptoms,Joint pain
symptoms,Joint redness
symptoms,Joint swelling
symptoms,Joylessness
symptoms,Knee deformity
symptoms,Knee pain
symptoms,Leg cramps
symptoms,Leg pain
symptoms,Leg swelling
symptoms,Leg ulcer
symptoms,Less than 3 defecations per week
symptoms,Limited mobility of the ankle
symptoms,Limited mobility of the back
symptoms,Limited mobility of the fingers
symptoms,Limited mobility of the hip
symptoms,Limited mobility of the leg
symptoms,Lip swelling
symptoms,Lockjaw
symptoms,Loss of eye lashes
symptoms,Lower abdominal pain
symptoms,Lower-back pain
symptoms,Lump in the breast
symptoms,Malposition of the testicles
symptoms,Marked veins
symptoms,Memory gap
symptoms,Menstruation disorder
symptoms,Missed period
symptoms,Moist and softened skin
symptoms,Mood swings
symptoms,Morning stiffness
symptoms,Mouth pain
symptoms,Mouth ulcers
symptoms,Muscle pain
symptoms,Muscle stiffness
symptoms,Muscle weakness
symptoms,Muscular atrophy in the leg
symptoms,Muscular atrophy of the arm
symptoms,Muscular weakness in the arm
symptoms,Muscular weakness in the leg
symptoms,Nausea
symptoms,Neck pain
symptoms,Neck stiffness
symptoms,Nervousness
symptoms,Night cough
symptoms,Night sweats
symptoms,Non-healing skin wound
symptoms,Nosebleed
symptoms,Numbness in the arm
symptoms,Numbness in the leg
symptoms,Numbness of the hands
symptoms,Oversensitivity to light
symptoms,Overweight
symptoms,Pain in the bones
symptoms,Pain in the calves
symptoms,Pain in the limbs
symptoms,Pain of the anus
symptoms,Pain on swallowing
symptoms,Pain radiating to the arm
symptoms,Pain radiating to the leg
symptoms,Pain when chewing
symptoms,Painful defecation
symptoms,Painful urination
symptoms,Pallor
symptoms,Palpitations
symptoms,Paralysis
symptoms,Physical inactivity
symptoms,Problems with the sense of touch in the face
symptoms,Problems with the sense of touch in the feet
symptoms,Protrusion of the eyes
symptoms,Purulent discharge from the urethra
symptoms,Purulent discharge from the vagina
symptoms,Rebound tenderness
symptoms,Reduced appetite
symptoms,Ringing in the ear
symptoms,Runny nose
symptoms,Sadness
symptoms,Scalp redness
symptoms,Scar
symptoms,Sensitivity to cold
symptoms,Sensitivity to glare
symptoms,Sensitivity to noise
symptoms,Shiny red tongue
symptoms,Shortness of breath
symptoms,Side pain
symptoms,Skin lesion
symptoms,Skin nodules
symptoms,Skin rash
symptoms,Skin redness
symptoms,Skin thickening
symptoms,Sleepiness with spontaneous falling asleep
symptoms,Sleeplessness
symptoms,Sneezing
symptoms,Sore throat
symptoms,Sputum
symptoms,Stomach burning
symptoms,Stress-related leg pain
symptoms,Stuffy nose
symptoms,Sweating
symptoms,Swelling in the genital area
symptoms,Swelling of the testicles
symptoms,Swollen glands in the armpit
symptoms,Swollen glands in the groin
symptoms,Swollen glands in the neck
symptoms,Tears
symptoms,Testicular pain
symptoms,Tic
symptoms,Tingling
symptoms,Tiredness
symptoms,Toe deformity
symptoms,Toe swelling
symptoms,Tongue burning
symptoms,Tongue swelling
symptoms,Toothache
symptoms,Tremor at rest
symptoms,Tremor on movement
symptoms,Trouble understanding speech
symptoms,"Unconsciousness, short"
symptoms,Uncontrolled defecation
symptoms,Underweight
symptoms,Urge to urinate
symptoms,Urination during the night
symptoms,Vision impairment
symptoms,Vision impairment for far objects
symptoms,Vision impairment for near objects
symptoms,Visual field loss
symptoms,Vomiting
symptoms,Vomiting blood
symptoms,Weakness or numbness on right or left side of body
symptoms,Weight gain
symptoms,Weight loss
symptoms,Wheezing
symptoms,Wound
symptoms,Yellow colored skin
symptoms,Yellowish discoloration of the white part of the eye
symptoms,Skin wheal
symptoms,Abdominal guarding
symptoms,Abdominal pain
symptoms,Abdominal pain associated with menstruation
